type;lat;lon;address;n;services;fuel;region
1;45.014748;39.104845;Краснодарский край, город Краснодар, Карасунский округ, поселок Пашковский, улица Крупской, 8/2;208;wc,  pum, cls;dt, ai95, ai92;1
1;45.014248;39.046617;Краснодарский край, город Краснодар, Прикубанский округ, улица Старокубанская, 98;209;wc, mag, cafe, pum, cls;dt, ai95, ai92;1
1;45.111308;39.011807;Краснодарский край, город Краснодар, Прикубанский округ, улица Российская, 367;210;wc, mag, pum, cls;dt, ai95, ai92;1
1;45.029673;39.057636;Краснодарский край, город Краснодар, Карасунский округ, улица им. Лизы Чайкиной, 6/1;211; ;dt, ai95, ai92;1
1;45.011991;39.068579;Краснодарский край, город Краснодар, Карасунский округ, улица им. Мачуги В.Н.,  2/6;212; pum, cls;dt, ai95, ai92;1
1;45.090959;39.013857;Краснодарский край, город Краснодар, Прикубанский округ, улица Российская, 85/1;213;wc, glass, pum, cls;dt, ai98, ai95, ai92;1
1;45.080453;38.975158;Краснодарский край, город Краснодар, Прикубанский округ, улица Дзержинского, 64;214;wc,  pum, cls;dt, ai98, ai95, ai92;1
2;44.845129;38.548837;Краснодарский край, Северский район, поселок Ильский, автодорога Краснодар – Новороссийск, 58 км, +220 м;215;wc, pum, cls;dt, ai95, ai92;1
2;45.669848;40.327345;Краснодарский край, Тихорецкий район, ст. Архангельская, автодорога Павловская-Махачкала, 62 км, + 100 м слева;216;wc, mag, cafe, glass, pum, cls, shower;dt, ai98, ai95, ai92, sg;1
2;45.754789;39.9245095;Краснодарский край, Выселковкий район, п. Газырь, автодорога Журавская – Тихорецк, 42 км, +950 м справа ;217;wc, mag, glass, pum, cls;dt, ai95, ai92;1
1;46.122333;38.987453;Краснодарский край, Каневской район, ст. Стародеревянковская, центральный эллиптический островок кольцевого пересечения а/д Краснодар – Ейск, 125 км, + 800 м;218;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;1
2;44.860619;38.495267;Краснодарский край, Северский район, п. Черноморский,  ФАД Краснодар – Новороссийск, 62 км, +700 м справа;219;wc, cafe, mag, pum, cls, shower;dt, ai98, ai95, ai92, sg;1
1;45.634709;38.927237;Краснодарский край, г. Тимашевск, ул. Выборная, 5, автодорога северный объезд города Тимашевска, 0 км,  + 600 м справа;220; mag, glass, pum, cls;dt, ai95, ai92;1
1;45.150543;39.058585;Краснодарский край, город Краснодар, Прикубанский округ, ул. Почтовое отделение,  32;221;wc, glass, pum, cls;dt, ai98, ai95, ai92;1
1;45.127396;39.013621;Краснодарский край, город Краснодар, Прикубанский округ, Ростовское шоссе, 56;222;wc, glass, pum, cls;dt, ai98, ai95, ai92;1
1;46.065504;40.881211;Краснодарский край, Белоглинский район, село Белая Глина, улица Южная;223;wc, mag, glass, pum, cls;dt, ai95, ai92;1
2;45.530283;39.453621;Краснодарский край, Кореновский район, х. Малеванный,  ФАД  М-4 Дон,  1271 км,  + 500 м справа;224;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;1
2;44.843799;38.652390;Краснодарский край, Северский район, ст. Северская, ФАД Краснодар – Новороссийск, 49 км, +400 м слева;225;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;1
1;45.161209;38.99833;Краснодарский край, город Краснодар, пос. Березовый,  Ейское шоссе, 65;341;wc, mag, pum, cls;dt, ai98, ai95, ai92;1
2;43.758589;39.520573;Краснодарский край, город Сочи, Лазаревский район, поселок Якорная Щель, улица Главная, 2/2;342;wc, mag, pum, cls;dt,  ai95, ai92, sg;1
2;44.962761;41.065743;Краснодарский край, город Армавир, ФАД М-29  Кавказ,  161 км, +750 м слева;343;wc, mag ;dt, ai98, ai95, ai92;1
1;45.108475;41.00684;Краснодарский край, Новокубанский район, город Новокубанск, ФАД Кавказ, 4 км, + 500 м;418; mag ;dt, ai95, ai92;1
2;44.931471;37.344621;Краснодарский край, Анапский район, х. Чембурка, улица Шоссейная, 41 А;431;wc, mag, cafe, glass, pum, cls, shower;dt, ai98, ai95, ai92, sg;1
2;44.926469;37.330586; Краснодарский край, Анапский район,  х. Чембурка, улица Кольцевая, 19;432;wc, mag, cafe, glass, pum, cls, shower;dt, ai98, ai95, ai92 ;1
1;51.694016;36.155483;Курская область, город Курск, улица Энгельса, 171 Е;113;glass, pum, cls;dt, ai95, ai92;9
1;51.74059;36.258915;Курская область, город Курск, улица Республиканская, 53 А;114;wc, mag,  glass, pum, cls ;dt, ai95, ai92, ai98;9
2;51.7423;36.1008;Курская область, город Курск, улица Гремяченская, 8 А, ФАД М-2  Крым, 524 км, +200 м  слева;115;wc, mag,  glass, pum, cls;dt, ai95, ai92;9
1;51.746312;36.22327;Курская область, город Курск, улица ВЧК, 182 Б;116;wc, mag,  glass, pum, cls;dt, ai95, ai92;9
1;51.714299;36.186305;Курская область, город Курск, улица Литовская, 2/1 А;117;wc, mag,  glass, pum, cls ;dt, ai95, ai92, ai98;9
1;51.657756;36.135775;Курская область, город Курск, пр-т Кулакова, 148 В;118;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92, ai98;9
1;51.712925;36.13536;Курская область, город Курск, улица Сумская, 51 А;119;wc, mag,  glass, pum, cls;dt, ai95, ai92;9
2;51.315631;36.183897;Курская область, Обояньский район, хутор Дрозды, улица Центральная, 56 ;120;wc, mag,  glass, pum, cls;dt, ai95, ai92, ai98;9
1;51.725156;36.140930;Курская область, город Курск, улица Бойцов 9-й Дивизии, 190;121;wc, mag, cafe,  glass, pum, cls;dt, ai95, ai92;9
1;51.730655;36.223624;Курская область, город Курск, улица 2-я Новоселовка, 2 Г;122;wc, mag,  glass, pum, cls;dt, ai95, ai92, ai98;9
1;51.722744;36.134695;Курская область, город Курск, улица Бойцов 9-й Дивизии, 201;123;wc, mag,  glass, pum, cls ;dt, ai95, ai92, ai98;9
2;52.106214;35.843584;Курская область, Фатежский район, с/с Русановский;124;wc, mag,  glass, pum, cls;dt, ai95, ai92;9
1;51.656481;35.638196;Курская область, город Курчатов, улица Ленинградская, 10;141;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92, ai98;9
1;51.757073;36.131872;Курская область, город Курск, улица 50 лет Октября, 126 Б;142;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92 ;9
3;51.727128;36.140822;Курская область, город Курск, улица Бойцов 9-й дивизии;4601;;dt, ai95, ai92;9
3;51.668294;36.076171;Курская область, город Курск, пр-т Ленинского комсомола;4602;;dt, ai95, ai92;9
3;51.649613;36.12872;Курская область, город Курск, улица Магистральная, 15 А;4603;;dt, ai95, ai92;9
3;51.793258;36.168038;Курская область, город Курск, улица К. Маркса, 101 Б;4604;;dt, ai95, ai92;9
3;51.741204;36.267395;Курская область, город Курск, улица Республиканская-Халинская, Халинская, 1 А;4605;;dt, ai95, ai92;9
2;52.224507;39.106247;Липецкая область, Хлевенский район, поселение Елец-Маланинский с/с,  М-4,  446 км справа;101;wc, mag, cafe, pum, cls;dt, ai95, ai92, sg;18
2;52.224609;39.106317;Липецкая область, Хлевенский район, поселение Елец-Маланинский с/с, М-4, 446 км слева;102;wc, mag, cafe, pum, cls;dt, ai95, ai92, sg;18
1;52.572461;39.601729;Липецкая область, город Липецк, улица Металлургов, 8;135;wc, mag, pum, cls;dt, ai95, ai92;18
2;52.194972;39.093431;Липецкая область, Хлевенский район,  сельское поселение Хлевненский с/с,  село Хлевное, улица Свободы;136;wc, mag, pum, cls;dt, ai95, ai92;18
1;52.585121;39.456954;Липецкая область, город Липецк, улица Юношеская;137;wc, mag, pum, cls;dt, ai95, ai92;18
2;52.752856;39.6894;Липецкая область, Липецкий район, автодорога Липецк-Чаплыгин, поворот на село Большая Кузьминка;138;wc, mag, pum, cls;dt, ai95, ai92;18
1;52.646053;39.673089;Липецкая область, город Липецк, трасса Тамбов-Орел, 301 км;381; mag ;dt, ai98, ai95, ai92;18
1;52.578832;39.532641;Липецкая область, город Липецк, улица Катукова;382;mag;dt, ai95, ai92;18
2;52.859419;39.746845;Липецкая область, Добровский район, пересечение а/д Липецк-Чаплыгин и Доброе-Лебедянь;383;wc , mag;dt, ai95, ai92;18
1;52.566464;39.507471;Липецкая область, город Липецк, Советский район, ш. Воронежское,  12;384;mag;dt, ai98, ai95, ai92;18
1;52.565806;39.593779;Липецкая область, город Липецк,  Площадь Металлургов, 2, район коксохимического производства;385;mag;dt, ai98, ai95, ai92;18
2;52.785867;39.735051;Липецкая область, Добровский район,  сельское поселение Панинский сельсовет, с. Малый Хомутец, ул. Ленина, 2/1;386; mag;dt, ai95, ai92;18
2;52.696678;39.780987;Липецкая область, Добровский район, село Капитанщино, сельское поселение, Кореневщинский сельсовет;387; mag ;dt, ai95, ai92;18
2;53.02334;39.174551;Липецкая область, город Лебедянь , ул. Шоссейный проезд;429; ;dt, ai95, ai92;18
3;52.655145;39.597584;Липецкая область,  город Липецк, улица Ковалёва, строение 109 И;4801;;dt, ai95, ai92;18
3;52.577042;39.654543;Липецкая область,  город Липецк,  ул. Ферросплавная, строение 38 А;4802;;dt, ai95, ai92;18
3;52.582234;39.486529;Липецкая область, город Липецк, улица Ангарская, стр. 2 А;4803;;dt, ai95, ai92;18
1;55.366039;42.164129;Нижегородская область, Выксунский район, Проммикрорайон 9, здание 6;326;mag, wc;dt, ai95, ai92;23
2;55.2917;46.2026;Нижегородская область, Сеченовский район, село Мурзицы, улица Новая,  8;327;;dt, ai95, ai92;23
2;56.908917;45.029533;Нижегородская область, Семеновский район, д. Боковая,  трасса Р-159, 117 км;337;;dt, ai95, ai92;23
2;55.822233;44.979133;Нижегородская область, Княгининский район, город Княгинино, 41-й км а/д Работки-Порецкое;340;mag;dt, ai95, ai92;23
2;55.995417;44.648933;Нижегородская область, Кстовский район, ФАД М-7 Волга,  474 км;393;mag;dt, ai95, ai92;23
1;55.3217;42.107617;Нижегородская область, город Выкса, улица Челюскина, уч. 81;422;mag, wc;dt, ai95, ai92;23
2;55.047967;43.281183;Нижегородская область, Дивеевский район, 100 м на юго-запад от развилки а/д Выездное-Дивеево-Сатис и Объездная село Дивеево;423;mag;dt,  ai95, ai92;23
2;53.068751;36.240848;Орловская область, Орловский район, д. Ивановское, автодорога Москва-Харьков, 349 км, +500 м ;112;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;52.98036;36.051213;Орловская область, город Орел, Наугорское шоссе, 8;235;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92;10
1;52.976112;36.096478;Орловская область, город Орел, переулок Заводской, 2;236;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92;10
1;53.000214;36.08664;Орловская область, город Орел, улица Раздольная, 6;237;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;52.936391;36.059494;Орловская область, город Орел, переулок Маслозаводской, 27;238;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;52.969903;36.124416;Орловская область, город Орел, переулок Южный, 2;239;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;52.996339;36.028897;Орловская область, город Орел, Наугорское шоссе, 108;240;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;52.926371;36.078232;Орловская область, город Орел, улица Поселковая, 21;241;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;53.450284;35.987806;Орловская область, город Болхов, улица Свердлова, 221;242; ;dt, ai95, ai92;10
2;52.922023;36.147367;Орловская область, Большекуликовское с/п, д. Грачевка, улица Тамбовская, 10;243;wc, mag, glass, pum, cls;dt, ai95, ai92;10
1;52.947268;36.022332;Орловская область, город Орел, Карачаевское шоссе, 92;244;wc, mag, glass, pum, cls;dt, ai95, ai92 ;10
1;53.257964;36.526322;Орловская область, Мценский район, город Мценск, улица Автомагистраль;245; mag, pum, cls;dt, ai95, ai92;10
1;53.010498;36.138741;Орловская область, город Орел, улица Маринченко, 9 Д;246; mag, pum, cls;dt, ai95, ai92;10
1;52.960658;36.140529;Орловская область, город Орел, Новосильское шоссе, 18 А;247; mag ;dt, ai95, ai92;10
1;52.999988;36.13725;Орловская область, город Орел, Московское шоссе, 117 А;248;wc, mag, glass, pum, cls;dt, ai95, ai92 ;10
2;53.29658;36.665574;Орловская область, Мценский район, а/д Москва-Харьков, 312 км справа;249;wc, mag, glass, pum, cls, cafe;dt, ai98, ai95, ai92;10
2;44.867268;39.188505;Республика Адыгея, город Адыгейск, ФАД М-4,  1357 км, +560 м справа;61;wc, mag, glass, pum, cls;dt, , ai98, ai95, ai92;25
1;44.624434;40.052655;Республика Адыгея, город Майкоп, улица Димитрова, 37;143;wc, mag ;dt, ai95, ai92;25
1;44.608669;40.054704;Республика Адыгея, город Майкоп, улица 12 марта, 181;144;wc, mag, glass, pum ;dt, ai95, ai92;25
2;44.493258;40.165936;Республика Адыгея, Майкопский район, пгт.Тульский, ФАД  Майкоп-Гузерипль, 17 км, +500 м;417;wc, mag;dt, ai95, ai92;25
2;44.894885;39.179282;Республика Адыгея, город Адыгейск, автодорога Энем-Адыгейск-Бжедугхабль, 30 км, +730 м справа;424; cls;dt, ai95, ai92;25
1;43.043325;44.69254;Республика Северная Осетия - Алания, город Владикавказ, улица Ватутина, 101 А;254;mag, glass, pum, cls;dt, ai98, ai95, ai92, sg;12
1;43.052742;44.691861;Республика Северная Осетия - Алания, город Владикавказ, Черменское Шоссе, 4;255;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92, sg;12
2;43.128622;44.598121;Республика Северная Осетия - Алания, Пригородный район, поселок Алханчурт, трасса Владикавказ-Беслан, 8 км;256;wc, mag, glass, pum, cls;dt,  ai95, ai92, sg;12
2;43.143182;44.590741;Республика Северная Осетия - Алания, Пригородный район, поселок Алханчурт, трасса Беслан - Владикавказ, 9-й км.;257;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92, sg;12
1;43.04085;44.700985;Республика Северная Осетия - Алания, город Владикавказ, Карцинское шоссе, 10;258; mag, glass, pum, cls;dt, ai95, ai92, sg;12
2;43.022828;44.227503;Республика Северная Осетия - Алания, Алагирский район, город Алагир, улица Ч. Басиевой, 2 ;259;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92, sg;12
2;43.317188;44.230109;Республика Северная Осетия - Алания, Кировский район, село Эльхотово, ФАД Ростов-Баку, 512 км;260;wc, mag, glass, pum, cls;dt, ai95, ai92, ai98, sg;12
2;43.111969;44.524674;Республика Северная Осетия - Алания, Пригородный район, ст. Архонская, Архонское шоссе, 15-й километр;261;wc, mag, glass, pum, cls;dt, ai95, ai92, sg;12
2;43.173248;44.274622;Республика Северная Осетия - Алания, Ардонский район, город Ардон, трасса Ардон-Алагир, 1 км;262;wc, mag, glass, pum, cls;dt, ai95, ai92, ai98, sg;12
1;43.027597;44.708045;Республика Северная Осетия - Алания, город Владикавказ, улица Шмулевича/Магкаева, 45/1 Б;263;mag, glass, pum, cls;dt, ai95, ai92,  sg;12
2;43.026493;44.574808;Республика Северная Осетия - Алания, Пригородный район, с. Гизель,  автодорога  Владикавказ-Алагир, 5-й км;264;wc, mag, glass, pum, cls;dt, ai95, ai92, ai98, sg;12
2;43.078229;44.599873;Республика Северная Осетия - Алания, Пригородный район, ст. Архонская, Архонское шоссе, 15 км;265;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92, sg;12
1;43.058058;44.656589;Республика Северная Осетия - Алания, город Владикавказ, улица Московская, 1;266;mag, glass, pum, cls;dt, ai98, ai95, ai92,  sg;12
1;43.001361;44.681758;Республика Северная Осетия - Алания, город Владикавказ, улица Красногвардейская, 2;267;wc, mag, glass, pum, cls;dt, ai98, ai95, ai92,  sg;12
2;43.751448;44.626364;Республика Северная Осетия - Алания, Моздокский район, ст. Луковская, улица Усанова, 22;268;mag, glass, pum, cls;dt, ai98, ai95, ai92, sg;12
1;47.215285;38.879419;Ростовская область, город Таганрог, Поляковское шоссе, 11;98;wc, mag, glass, pum, cls;dt, ai95, ai92;3
2;47.50721;40.855467;Ростовская область, автодорога Семикаракорск-Волгодонск, 97 км справа;99;wc, mag, cafe, pum, cls;dt,  ai95, ai92, sg;3
2;47.510417;40.858417;Ростовская область, а/д Семикаракорск-Волгодонск 97 км, слева;100;wc, mag, cafe, pum, cls;dt, ai95, ai92, sg;3
1;47.257793;39.633586;Ростовская область, город Ростов-на-Дону, улица Таганрогская, 134 А;134;wc, mag, glass, pum, cls;dt, ai95, ai92;3
1;47.158194;39.74437;Ростовская область, город Батайск, Северное ш., 1;150;wc, mag, pum, cls;dt, ai95, ai92;3
1;47.288109;38.844741;Ростовская область,  Неклиновский район, село Николаевка, улица Ленина, 309 Д;151;pum;dt, ai95, ai92;3
1;47.828841    ;39.917964;Ростовская область, город Новошахтинск, улица Налбандяна, 2 Е;152;pum, cls;dt, ai95, ai92;3
1;46.476822;41.562792;Ростовская область, город Сальск, улица Новостройка, 4;153;;dt, ai95, ai92;3
1;46.48178;41.565807;Ростовская область, город Сальск, улица Новостройка,  6;154;;dt, ai95, ai92;3
1;46.463612;41.527052;Ростовская область, город Сальск, улица Тихорецкая, 1-1А;155;;dt, ai95, ai92;3
2;46.499544;41.522065;Ростовская область, Сальский район, автодорога Песчанокопское - Котельниково, 53 км;156;pum, cls;dt, ai95, ai92;3
2;46.518381;41.332294;Ростовская область, Сальский район,  автодорога Егорлыкская - Сальск, 54 км;157;wc, mag, pum, cls;dt, ai95, ai92;3
1;46.469857;41.514153;Ростовская область, город Сальск, улица Свободы, 304;158;wc, mag, pum, cls;dt, ai95, ai92;3
2;48.178611;40.265317;Ростовская область, Красносулинский район, ФАД М-4 Дон, 945 км;159;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
1;47.681191;40.20489;Ростовская область, п. Каменоломни, ул. Шоссейная, 1Д;160;wc, pum, cls;dt, ai95, ai92;3
2;46.755244;40.456236;Ростовская область, Зерноградский район, а/д Ростов-на-Дону – Ставрополь, 66 км, +100 м справа ;161;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
2;46.552836;40.646313;Ростовская область,  ст. Егорлыкская, улица Белозерцева, 126 А;162;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
2;46.198889;41.125946;Ростовская область, с. Песчанокопское, автодорога Ростов-Ставрополь,  154 км слева;163;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
1;47.694249;40.205385;Ростовская область, город Шахты, улица Победы революции, 174  Г;164;wc, mag, glass, pum, cls;ai95, ai92;3
1;47.258623;39.850556;Ростовская область, Аксайский район, город Аксай, улица Гагарина/ улица Западная, 1 А - 4;165;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92;3
2;49.179627;40.612228;Ростовская область, Миллеровский район,  х. Грай-Воронец, ФАД М-4  Дон,  825 км, +400 м справа ;166;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
2;49.178968;40.612957;Ростовская область, Миллеровский район,  х. Грай-Воронец, ФАД М-4 Дон, 825 км, +400 м слева;167;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
1;48.043503;39.92717;Ростовская область, город Гуково, улица Магистральная, 28 ;168;wc,  glass, pum, cls, mag;dt, ai95, ai92;3
1;47.237163;39.590296;Ростовская область, город Ростов-на-Дону, улица Доватора, 154 В;169; glass, pum ;dt, ai95, ai92;3
1;47.776058;39.926437;Ростовская область, город  Новошахтинск, улица Харьковская, 32;170;wc, mag, cafe, glass, pum ;dt, ai95, ai92;3
1;47.239176;39.749805;Ростовская область, город Ростов-на-Дону, проспект Шолохова, 11 В;171;wc, pum, cls;dt, ai98, ai95, ai92;3
2;47.760351;40.149053;Ростовская область, Красносулинский район, п.  Аюта, ФАД М-4 Дон, 994 км;172;wc, mag,  glass, pum, cls;dt, ai95, ai92, sg;3
1;47.70939;40.151033;Ростовская область, город Шахты, улица Дачная, 264 А;173;pum;dt, ai95, ai92, sg;3
2;46.87222;39.70315;Ростовская область, Азовский район, п. Самарское, ФАД М-4 Дон, 1109 км, +200 м;174;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92, sg;3
1;47.5344;42.135197;Ростовская область, город Волгодонск, улица Бетонная, 1-я, 3;175;pum;dt, ai95, ai92, sg;3
1;47.527583;42.203642;Ростовская область, город Волгодонск, улица Курчатова, 36 А;176;pum;dt, ai95, ai92, sg;3
1;47.50678;42.1741;Ростовская область, город Волгодонск, улица Морская, 130;177;pum;dt, ai95, ai92;3
1;47.46823;40.10092;Ростовская область, город Новочеркасск, улица Харьковское шоссе, 8 В;178;wc, pum, cls;dt, ai95, ai92, sg;3
1;47.421613;40.042806;Ростовская область, город Новочеркасск, проспект Баклановский, 188 А;179;wc, pum, cls;dt, ai95, ai92;3
2;47.136809;39.679127;Ростовская область, ФАД М4 Дон, ПК-1 объездной автодороги  Ростов-на-Дону - Азов правая сторона;180;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92;3
2;47.136352;39.679854;Ростовская область, ФАД М4 Дон, ПК-1 объездной автодороги  Ростов-на-Дону - Азов  левая сторона;181;wc, mag, cafe, glass, pum, cls;dt, ai95, ai92;3
1;47.087186;39.428338;Ростовская область, город Азов, улица Победы, 16;182;mag, pum, cls;dt, ai98, ai95, ai92;3
1;47.533218;42.045701;Ростовская область, Волгодонский район, ст. Романовская, улица Тюхова, 135 ;183;pum;dt, ai95, ai92;3
1;47.507758;42.174003;Ростовская область, город Волгодонск, улица Морская, 53;184;wc, glass, pum, cls;dt, ai95, ai92;3
1;47.255616;39.794094;Ростовская область, город Ростов-на-Дону, улица Российская, 48 И;185;wc, mag, pum, cls, glass;dt, ai95, ai92;3
1;47.735644;40.303527;Ростовская область, город Шахты, проспект Ленинского комсомола, 1 Г;226;wc,  pum;dt, ai95, ai92, sg;3
1;48.33093;39.95111;Ростовская область, город Донецк, улица Королева, 3;227;wc,  pum;dt, ai95, ai92, sg;3
1;47.112692;39.752494;Ростовская область, город Батайск, улица Промышленная, 4 Б;228;wc,  mag, pum, cls;dt, ai95, ai92;3
1;47.277229;38.936896;Ростовская область, город Таганрог, улица Маршала Жукова, 4/1;229;wc, mag, pum, cls;dt, ai95, ai92, sg;3
2;47.6495;40.023986;Ростовская область, Октябрьский район, автодорога М-4 Дон, 1010 км  справа;230;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
2;46.81545;39.67032;Ростовская область, х. Степнянский, улица Гагарина, 1 А,  ФАД М-4  Дон, 1116 км;231;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
2;46.8156;39.67191;Ростовская область, х. Степнянский, улица Гагарина, 1 Б,  ФАД М-4  Дон, 1116 км;232;wc, mag, cafe, glass, pum, cls;dt, ai98, ai95, ai92, sg;3
1;47.894899;40.063223;Ростовская область, город Красный Сулин, улица Октябрьская, 2;233;wc, mag, glass, pum, cls;dt, ai95, ai92;3
1;47.870536;40.028199;Ростовская область, город Красный Сулин, улица Сулинская;234;;dt, ai95, ai92;3
2;48.204864;40.270444;Ростовская область,  Каменский район, х. Верхнеговейный, улица Придорожная, 18;350;wc, mag, pum, cls;dt, ai95, ai92;3
1;47.256523;38.902821;Ростовская область, город Таганрог, улица Москатова, 20;394;;dt, ai95, ai92;3
2;47.392468;38.919097;Ростовская область, село Покровское, улица О. Кошевого;395;wc;dt, ai95, ai92;3
1;47.229529;38.872601;"Ростовская область, город Таганрог, улица 2-я Советская, 76 А
";430;;dt, ai95, ai92;3
3;48.037994;39.89243;Ростовская область, город  Гуково, улица Бетонная, 20 В;6101;;dt, ai95, ai92;3
3;48.043374;39.924552;Ростовская область, город Гуково, улица Магистральная, 24  Г;6102;;dt, ai95, ai92;3
3;47.698874;40.238253;Ростовская область, город  Шахты, улица Шоссейная, 212;6103;;dt, ai95, ai92;3
3;47.685485;40.269012;Ростовская область, город  Шахты, улица Хабарова, 25 И;6104;;dt, ai95, ai92;3
3;47.143686;39.704032;Ростовская область, город  Батайск, улица Фермерская, 3 В;6105;;dt, ai95, ai92;3
3;47.101739;39.760273;Ростовская область, город  Батайск, улица Промышленная, 21 А;6106;;dt, ai95, ai92;3
3;47.542269;42.127766;Ростовская область, город Волгодонск, Романовское шоссе, 2 В;6107;;dt, ai95, ai92;3
3;47.535914;42.133641;Ростовская область, город  Волгодонск,  улица Бетонная, 4А;6108;;dt, ai95, ai92;3
3;47.320539;39.743701;Ростовская область,  город Ростов-на-Дону,  улица 1-я Героическая, 2 А ;6109;;dt, ai95, ai92;3
3;47.31294;39.78696;Ростовская область, город Ростов-на-Дону, переулок Алябьева, 2/1;6110;;dt, ai95, ai92;3
3;47.456816;40.086521;Ростовская область, город Новочеркасск, улица Трамвайная, 65А;6111;;dt, ai95, ai92;3
3;47.198521;39.62493;Ростовская область, город Ростов-на-Дону, улица Каширская, 8 Д;6112;;dt, ai95, ai92;3
3;47.18213;39.95867;Ростовская область, ст. Ольгинская,  улица Ленина, 196 Б;6113;;dt, ai95, ai92;3
1;53.171621;48.564712;Самарская область город Сызрань улица Магистральная, 64;376;mag;dt, ai95, ai92;20
1;53.495807;49.531569;Самарская область, город Тольятти, ФАД М-5, 975-976 км ;400;mag;dt, ai95, ai92;20
1;53.541511;49.515276;Самарская область, село Васильевка, улица Шоссейная, 28 Б;401;mag;dt, ai95, ai92;20
2;53.496053;50.072191;Самарская область, Волжский район, с. Курумоч, автодорога Москва-Самара, 1013 км;402;mag;dt, ai95, ai92;20
1;53.55896; 49.356913;Самарская область, город Тольятти Обводное шоссе, 21;403;mag;dt, ai95, ai92;20
1;53.560096;49.305208;Самарская область, город Тольятти, Автозаводский район, северо-восточнее и западнее здания, улица Коммунальная,  38 Б;404;mag;dt, ai95, ai92;20
1;53.498372;49.402901;Самарская область, город Тольятти, Центральный район, улица Баныкина, 7, стр. 1;405;mag;dt, ai95, ai92;20
1;52.914007;49.697985;Самарская область, автодорога Самара - Саратов, 52 км справа;406;mag;dt, ai95, ai92;20
1;53.539100;49.278077;Самарская область, город Тольятти, Автозаводский район, юго-восточнее улица Воскресенская, 34;407;mag;dt, ai95, ai92;20
2;53.62926;50.70921;Самарская область, Красноярский район, автодорога Москва-Уфа-Челябинск, развилка на Моршанку, 1068 км ;425;mag;dt, ai95, ai92;20
2;53.458551;50.218755;Самарская область, Красноярский район, автодорога Москва-Уфа-Челябинск, 1023 км, +208 м;426;mag;dt, ai95, ai92;20
2;53.612616;50.666229;Самарская область, Красноярский район, автодорога Москва-Уфа-Челябинск, 1064 км, +390 м;427;mag;dt, ai95, ai92;20
2;54.479949;32.319160;Смоленская область, Починковский район, д. Мурыгино, автодороги А-141 Орел-Брянск-Смоленск, 331 км справа;408;wc, mag ;dt, ai95, ai92;19
2;54.479218;32.31994;Смоленская область, Починковский район, д. Мурыгино, автодорога А-141 Орел-Брянск-Смоленск, 331 км слева;409;wc, mag ;dt, ai92, ai95;19
1;54.77194;32.102575;Смоленская область, город Смоленск, улица Индустриальная, 2;410;wc, mag;dt, ai95, ai92;19
2;54.945474;31.069555;Смоленская область, Руднянский район, город Рудня, улица Киреева, 6-й км объездной дороги;412;wc, mag ;dt, ai95, ai92;19
2;53.822311;32.438946;Смоленская область, Шумячский район,  автодорога Москва–Малоярославец–Рославль, 420 км;413;wc, mag;dt, ai95, ai92;19
2;54.111657;33.283762;Смоленская область, Рославльский район, село Екимовичи, улица Большая Советская, автодорога А-101,  355 км;414;wc, mag;dt, ai95, ai92;19
2;44.140317;43.125283;Ставропольский край, Минераловодский район, автодорога Кавказ, 357 км, +450 м;1;wc, mag, cafe,  pum, cls;dt, ai95, ai92, sg;13
2;43.984853;43.131475;Ставропольский край, Предгорный район, 379 км автодороги  Краснодар-Баку  слева;2;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
