type;lat;lon;address;n;services;fuel;region
2;44.0732;42.977833;Ставропольский край, Предгорный район, село Вин-Сады, Черкесское шоссе, 2 км;3;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.12475;43.440167;Ставропольский край, Георгиевский район, станица Незлобная,  улица Ленина, 388;4;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.2091;43.436;Ставропольский край, Георгиевский район, станица Подгорная, переулок Шоссейный, 2 Б;5;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.082583;43.102733;Ставропольский край, город Железноводск, поселок Иноземцево,  улица Колхозная, 118;6;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.176077;43.130868;Ставропольский край,  город Минеральные Воды, улица Советская, 19 А;7;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.103583;42.93525;Ставропольский край, город Лермонтов, 1-ая Западная Промзона, улица Промышленная;8;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.271867;43.0059;Ставропольский край, Минераловодский район, 337 км, +700 м  слева автомагистрали Кавказ;9;wc, mag, cafe,  pum, cls;dt, ai95, ai92, sg;13
2;44.227133;43.1185;Ставропольский край, Минераловодский район, поселок Первомайский, улица Московская, 18 Б  ;10;wc, mag, cafe, pum, cls;dt, ai95, ai92, sg;13
2;43.992046;43.033416;Ставропольский край, Предгорный район, с. Юца, улица Комсомольская, 2 А ;11;wc, mag, cafe, pum, cls;dt, ai95, ai92, sg;13
2;44.071317;42.8659;Ставропольский край,  Предгорный район, поселок Санамер, участок Гослесфонда Новоблагодарненского МО   ;12;wc, mag, cafe,  pum, cls;dt, ai95, ai92, sg;13
2;44.167317;43.495533;Ставропольский край, Георгиевский район, c. Краснокумское, улица Кирова;13;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.00785;43.075983;Ставропольский край, город Пятигорск, поселок Горячеводский, улица Захарова, 14;14;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.060199;43.046237;Ставропольский край, город Пятигорск, шоссе Бештаугорское, 49;15;wc, mag, glass, pum, cls;dt, ai95, ai92, sg;13
2;44.045433;43.01875;Ставропольский край, город Пятигорск, улица Ермолова, 14;16;wc, mag, cafe, pum, cls;dt, ai95, ai92, sg;13
2;44.235933;43.03225;Ставропольский край, село Побегайловка, улица Молодежная, 1750  м на восток от жилого дома 1;17;wc, mag,  pum, cls;dt, ai95, ai92, sg;13
2;44.02685;43.110667;Ставропольский край, город Пятигорск, поселок Горячеводский,  улица Георгиевская;18;wc, mag, pum, cls;dt, ai95, ai92;13
2;44.1881;43.143133;Ставропольский край, город Минеральные Воды, улица Островского, 121;19;wc, mag, pum, cls;dt, ai95, ai92, sg;13
2;43.96445;42.774383;Ставропольский край, Предгорный район, поселок Подкумок, улица Ессентукская, б/н;20;wc, mag, cafe,  pum, cls;dt, ai95, ai92, sg;13
2;44.165983;43.453803;Ставропольский край, город Георгиевск, Октябрьская, 145/2;21;wc, mag, cafe,  pum, cls;dt, ai95, ai92, sg;13
1;45.047769;41.911232;Ставропольский край, город Ставрополь, проспект Кулакова, 6 Б;22;wc, mag, pum, cls;dt, ai95, ai92;13
1;44.998948;41.925716;Ставропольский край, город Ставрополь, улица Доваторцев, 64 Б , квартал 437;23;wc, mag;dt, ai95, ai92;13
1;45.011017;41.913228;Ставропольский край, город Ставрополь, улица Пирогова, 21;24;wc, mag, pum, cls;dt, ai95, ai92;13
2;44.027503;42.877316;Ставропольский край, ст. Ессентукская, улица Павлова, 12 Б;25;wc, mag, cafe,  pum, cls;dt, ai95, ai92;13
1;44.988686;41.926258;Ставропольский край, город Ставрополь, улица Южный обход, 1 В, квартал 531;60;wc, mag, cafe,  pum, cls;dt, ai95, ai92;13
1;45.120767;41.96425;Ставропольский край, Шпаковский район, с. Верхнерусское, ул. Батайская, 17 ;325;mag, cafe;dt, ai95, ai92;13
2;44.056711;42.833675;Ставропольский край, город Ессентуки, шоссе Суворовское, район аэродрома;396;mag;dt, ai95, ai92;13
1;45.044422;42.004006;Ставропольский край, город Ставрополь, переулок Средний, 103;397;mag;dt, ai95, ai92;13
1;45.07572;42.00768;Ставропольский край, город Ставрополь, улица Пригородная, 249;398;mag, pum, cls;dt, ai95, ai92;13
2;44.055615;42.942688;Ставропольский край, район стелы города Ессентуки при выезде из города, район станции Золотушка;399;mag;dt, ai95, ai92;13
3;44.603867;41.961744;Ставропольский край, город Невинномысск, улица Апанасенко;2601;;dt, ai95, ai92;13
3;44.622934;41.985449;Ставропольский край, город Невинномысск, улица Калинина;2602;;dt, ai95, ai92;13
3;44.627094;41.92595;Ставропольский край, город Невинномысск, улица Матросова;2603;;dt, ai95, ai92;13
3;44.038873;43.099344;Ставропольский край, город Пятигорск, улица Теплосерная;2604;;dt, ai95, ai92;13
3;44.06073 ;43.019629 ;"Ставропольский край, город Пятигорск, Бештаугорское шоссе,  район гипермаркета  МЕТРО Кэш энд Керри
";2605;;dt, ai95, ai92;13
2;54.43505;38.183783;Тульская область, Веневский район, ФАД М-4, 161 км, +550 м справа;103;wc, mag,  glass, pum, cls;dt, ai95, ai92;14
2;54.435283;38.18525;Тульская область, Веневский район, ФАД М-4, 161 км, +550 м слева;104;wc, mag,  glass, pum, cls;dt, ai95, ai92;14
1;53.968283;38.3673;Тульская область, город Донской, мкрайон Центральный, улица Горняцкая, 22 Б;105;wc, mag, glass, pum, cls;dt, ai95, ai92;14
1;53.98235;38.3094;Тульская область, город Донской, поселок Новоугольный, улица Новомосковская, 50;106;wc, mag, pum, glass, cls;dt, ai95, ai92;14
1;54.012967;38.265567;Тульская область, город Новомосковск, ул Космонавтов,  4 А;107;wc, mag, pum, glass, cls;dt, ai95, ai92;14
1;54.033333;38.259533;Тульская область, город Новомосковск, улица Мира, 17 Б;108;wc, mag, pum, glass, cls;dt, ai95, ai92;14
2;53.04965;38.19725;Тульская область, Ефремовский район, Кругликовский село, ФАД М-4, 324 км, +600 м справа;109;wc, mag,  glass, pum, cls;dt, ai95, ai92;14
2;53.051183;38.197533;Тульская область, Ефремовский район, Кругликовский село, ФАД М-4, 324 км,  +600 м слева;110;wc, mag, cafe,  glass, pum, cls, shower;dt, ai98, ai95, ai92, sg;14
1;54.02545;38.288117;Тульская область, город Новомосковск, ул Трудовые резервы, 60;111;wc, mag, pum, glass, cls;dt, ai95, ai92;14
1;54.193117;37.543867;Тульская область, город Тула, Одоевское шоссе, 59 А;371;wc, mag, pum, glass, cls;dt, ai95, ai92;14
1;54.167533;37.632683;Тульская область, город Тула,  улица Рязанская, 48;372;wc, mag, glass, pum, cls ;dt, ai95, ai92;14
2;53.84694 ;37.42656 ;Тульская область, автодорога Крым, 228 км, +500 м справа;373;mag;dt, ai95, ai92;14
1;54.196267;37.660756;Тульская область, город Тула,  улица Ложевая,  140;377;mag;dt, ai95, ai92;14
1;54.22439;37.62689;Тульская область, город Тула,  улица Октябрьская, 107;378;;dt, ai95, ai92;14
1;53.09234;38.03439;Тульская область, город Ефремов, Тульское шоссе, 32;419; mag;dt, ai95, ai92;14
1;56.876361;53.283477;Республика Удмуртия, город Ижевск улица Автозаводская, 33, около Дома моделей;280;wc, mag,  glass, pum, cls;dt, ai95, ai92;15
2;56.912681;53.332829;Республика Удмуртия, город Ижевск,  Воткинское шоссе, пов. на поселок Хохряки;281;mag, pum, wc;dt, ai95, ai92;15
2;56.754417;53.160095;Республика Удмуртия,  поселок Совхозный,  автодорога Ижевск-Можга, 21 км ;284;wc, mag,  cafe, glass, pum, cls;dt, ai95, ai92 ;15
2;56.879386;53.167562;Республика Удмуртия, поселок Дорожный,  Як-Бодьинский тракт,  автодорога Ижевск-Игра, 14 км;286;wc, mag, pum;dt, ai95, ai92 ;15
2;56.838222;53.341434;Республика Удмуртия, автодорога  Ижевск-Завьялово,  12 км,  поворот на Аэропорт;287;mag, pum;dt, ai95, ai92;15
1;56.893183;53.229017;Республика Удмуртия, город Ижевск, улица Славянское шоссе, 0/7;288; mag;dt, ai95, ai92;15
1;57.043174;54.031185;Республика Удмуртия, город Воткинск, Гавриловский тракт, 4;290;wc, mag,  glass, pum, cls;dt, ai95, ai92 ;15
1;56.871706;53.250303;Республика Удмуртия, город Ижевск, ул. 8 Марта, 135;291;wc, mag,  glass, pum, cls;dt, ai98,  ai95, ai92;15
1;56.875083;53.281116;Республика Удмуртия, город Ижевск, улица Ворошилова, 90;292;wc, mag,  glass, pum;dt, ai95, ai92;15
1;56.832611;53.220112;Республика Удмуртия, город Ижевск, переулок Ботеневский, 21 А;293;wc, mag,  glass, pum;dt, ai95, ai92 ;15
1;56.849113;53.255217;Республика Удмуртия, город Ижевск, улица Чапаева, 2;294;wc, mag,  glass, pum;dt, ai95, ai92;15
2;56.835828;53.421707;Республика Удмуртия, Завьяловский район,  д. Старое Мартьяново, Аэропорт;295;wc, mag,  glass, pum;dt, ai95, ai92 ;15
1;56.861643;53.188848;Республика Удмуртия, город Ижевск, улица Кирова, 74;296;wc, mag,  glass, pum;dt, ai98, ai95, ai92;15
1;56.872269;53.227086;Республика Удмуртия, город Ижевск,  улица 10 лет Октября, 77;297;wc, mag,  glass, pum;dt, ai98, ai95, ai92;15
1;53.65306;55.947219;Республика Башкортостан, город Стерлитамак, улица  Геологическая;62;wc, mag,  glass, pum;dt, ai95, ai92;11
1;53.623628;55.930554;Республика Башкортостан, город Стерлитамак, улица Черноморская ;63;wc, mag,  glass, pum;dt, ai95, ai92;11
1;53.654410;55.959710;Республика Башкортостан, город Стерлитамак, улица Элеваторная, 9;64;wc, mag,  glass, pum;dt, ai80, ai92;11
2;53.444315;55.924315;Республика Башкортостан, Стерлитамакский район, д. Кантюковка;65;wc, mag,  glass, pum;dt, ai95, ai92;11
1;53.441864;56.029335;Республика Башкортостан, город Ишимбай, улица Жукова;66;wc, mag,  glass, pum;dt, ai80, ai95, ai92;11
1;53.622573;55.922958;Республика Башкортостан, город Стерлитамак, улица Курчатова, 4 Б;67;wc, mag,  glass, pum;dt, ai95, ai92;11
1;52.972809;55.949147;Республика Башкортостан, город Мелеуз, улица 50 лет ВЛКСМ, район завода ЗЖБК;68;wc, mag,  glass, pum;dt, ai95, ai92;11
1;52.758333;55.827500;Республика Башкортостан, город Кумертау, улица Промышленная, 1 А;69;wc, mag,  glass, pum;dt, ai95, ai92;11
1;53.614404;55.907090;Республика Башкортостан, город Стерлитамак, улица Коммунистическая, 118;70;wc, mag,  glass, pum;dt, ai95, ai92;11
2;53.185031;55.20683;Республика Башкортостан, село Федоровка, улица Ленина, 106;71;wc, mag,  glass, pum;dt, ai95, ai92;11
1;53.594380;55.913635;Республика Башкортостан, город Стерлитамак, Стерлибашевский тракт, 43;72;wc, mag,  glass, pum;dt, ai95, ai92, ai80;11
1;53.598668;55.938885;Республика Башкортостан, город Стерлитамак, улица Гоголя-Суханова;73;wc, mag,  glass, pum;dt, ai95, ai92;11
1;53.399951;55.914842;Республика Башкортостан, город Салават-6, улица Зеленая, 9;74;wc, mag,  glass, pum;dt, ai95, ai92, ai80;11
2;52.154444;56.681389;Республика Башкортостан, Зианчуринский район, село Тазларово, улица Химиков, 12;75;wc, mag,  glass, pum;dt, ai95, ai92, ai80;11
2;53.244538;55.916993;Республика Башкортостан, Мелеузовский район, поселок Зирган, 159 км автодороги Уфа-Оренбург;76;wc, mag,  glass, pum;dt, ai95, ai92;11
2;53.039855;56.429241;Республика Башкортостан, Мелеузовский район, поселок Нугуш, улица Космонавтов, 30;77;wc, mag,  glass, pum;dt, ai95, ai92;11
2;53.791667;58.659444;Республика Башкортостан, Абзелиловский район,  деревня  Муракаево, трасса Стерлитамак-Белорецк-Магнитогорск, 254 км;78;wc, mag,  glass, pum;dt, ai95, ai92;11
2;53.431512;55.264143;Республика Башкортостан, Стерлибашевский район,  село Стерлибашево,  улица Объездная, 7 А;79;wc, mag,  glass, pum;dt, ai95, ai92, ai80;11
1;53.332744;55.933993;Республика Башкортостан,  город Салават, пересечение улиц Островского и Ленинградской, на выезде в южной части города, 1 км. от автодороги Уфа – Оренбург;80;wc, mag,  glass, pum;dt, ai95, ai92;11
2;53.6055556;58.612500;Республика Башкортостан, Абзелиловский район, д. Зеленая поляна, улица Торфяная, 27;82;wc, mag,  glass, pum;dt, ai95, ai92;11
1;51.827925; 55.135799;Оренбургская область, город Оренбург, улица Театральная, 1/1;83;wc, mag,  glass, pum; ai95, ai92;16
1;51.790367;55.160018;Оренбургская область, город Оренбург, улица Лесозащитная, 11;84;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
2;51.850238;54.534645;Оренбургская область, Переволоцкий район,  трасса Оренбург - Самара, 46 км;85;wc, mag,  glass, pum;dt, ai95, ai92;16
1;51.723998;55.100417;Оренбургская область, город Оренбург, улица Беляевская, 4/1;86;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
1;51.819330;55.184157;Оренбургская область, город Оренбург, улица Загородное шоссе, 27;87;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
1;51.809238;55.143525;Оренбургская область, город Оренбург, проспект Победы, 147/1;88;wc, mag,  glass, pum;dt, ai98, ai95, ai92, ai80;16
1;51.690898;55.084926;Оренбургская область, город Оренбург, улица Донгузская, 1 проезд 72;89;wc, mag,  glass, pum;dt, ai95, ai92;16
1;51.798318; 55.108222;Оренбургская область, город Оренбург, улица Шевченко, 20/2;90;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
1;51.806784;55.107666;Оренбургская область, город Оренбург, улица Терешковой, 144/2;91;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
1;51.844821;55.107761;Оренбургская область, город Оренбург, улица Терешковой, 154/4;92;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
1;51.846148;55.140908;Оренбургская область, город Оренбург, улица Просторная, 15;93;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
1;51.771449;55.233394;Оренбургская область,  город Оренбург, поселок Ростоши, улица Раздольная, 3;94;wc, mag,  glass, pum;dt, ai98, ai95, ai92;16
2;52.027479;55.233016;Оренбургская область, Сакмарский район, с. Майорское, на развилке автодорог Оренбург-Казань и Оренбург-Сакмара;95;wc, mag,  glass, pum;dt, ai95, ai92;16
1;60.941678;76.612280;ХМАО-Югра АО, г. Нижневартовск, ул. Интернациональная, 24П;500;mag;dt, ai95, ai92;26
1;60.969329;76.535672;ХМАО-Югра АО, г. Нижневартовск, ул. Индустриальная, 78;501;mag;dt, ai95, ai92;26
1;56.045626;92.865065;Красноярский край, г. Красноярск, ул. Караульная, 9 а;444;;dt, ai98, ai95, ai92;27
1;56.038682;92.841367;Красноярский край, г. Красноярск, ул. 2-я Брянская, 6 Г;445;;dt, ai98, ai95, ai92;27
1;56.049916;92.757921;Красноярский край, г. Красноярск, ул. 2-я Красногорская, 25;446;;dt, ai98, ai95, ai92;27
1;56.011317;92.813036;Красноярский край, г. Красноярск, ул. Ладо Кецховели, 45;447;;dt, ai98, ai95, ai92;27
1;56.020255;92.875249;Красноярский край, г. Красноярск, ул. Брянская, 4;448;;ai98, ai95, ai92;27
1;56.034450;92.926621;Красноярский край, г. Красноярск, ул. Партизана Железняка, 27;449;;dt, ai98, ai95, ai92;27
1;56.039531;92.936760;Красноярский край, г. Красноярск, ул. Партизана Железняка, 49;450;;dt, ai98, ai95, ai92;27
1;56.034122;92.894307;Красноярский край, г. Красноярск, ул. Взлётная, 50;451;;dt, ai98, ai95, ai92;27
2;56.024402;93.094875;Красноярский край, п.  Березовка, ул. Трактовая, 1;452;;dt, ai98, ai95, ai92;27
2;56.037512;93.126394;Красноярский край, п. Березовка, ул. Кирова, 56 А;453;;dt, ai98, ai95, ai92;27
1;56.031623;93.024734;Красноярский край, г. Красноярск, 26 Бакинских Комиссаров, 10 Г;454;;dt, ai98, ai95, ai92;27
1;55.987913;92.920549;Красноярский край, г. Красноярск, ул. 60 лет Октября, 161 Г;455;;dt, ai98, ai95, ai92;27
1;55.982690;92.948751;Красноярский край, г. Красноярск, ул. Монтажников, 24 б;456;;dt, ai98, ai95, ai92;27
1;55.992684;92.998552;Красноярский край, г. Красноярск, ул. Волжская, 63 А;457;;dt, ai98, ai95, ai92;27
1;58.194470;92.520805;Красноярский край, г.  Лесосибирск,  ул. Горького, 144;458;;dt, ai95, ai92;27
1;58.454685;92.148707;Красноярский край, г. Енисейск, ул. Рабочая-Крестьянская, 193;459;;dt, ai95, ai92 ;27
2;57.718540;93.274484;Красноярский край, с. Казачинское,  ул. Советская, 228 А;460;;dt, ai98, ai95, ai92;27
1;58.615295;99.177550;Красноярский край, г. Кодинск, пр-т. Ленинского Комсомола, 1 (Северный съезд);461;;dt, ai98, ai95, ai92;27
1;56.184616;95.707229;Красноярский край, г. Канск, ул. Николая Буды, 100 А;462;;dt, ai98, ai95, ai92;27
2;56.249235;95.612730;Красноярский край, Канский р-н, 9й км. а/д Канск-Тасеево-Троицк;463;;dt, ai95, ai92 ;27
2;56.215812;95.592023;Красноярский край, Канский р-н, 10-й км а/д «обход г. Канска»;464;;dt, ai95, ai92;27
1;58.225496;92.507185;Красноярский край, г. Лесосибирск, ул. Горького, 110 А;465;;dt, ai98, ai95, ai92;27
1;58.450349;92.233106;Красноярский край,  г. Енисейск, ул. Ленина, 10;466;;dt, ai95, ai92 ;27
2;56.400605;93.617536;Красноярский край, Сухобузимский р-н, с. Атаманово, ул. 4-х Борцов, 129;468;;dt, ai95, ai92 ;27
2;56.229822;95.639756;Красноярский край, Канский р-н, с. Бережки, ул. Трактовая, 2;469;;dt, ai95, ai92 ;27
2;58.587165;99.162277;Красноярский край,  г. Кодинск, Кежемский р-н, Левая сторона а/д ГЭС в 2 км от г. Кодинска;470;;dt, ai95, ai92 ;27
2;58.697727;99.110026;Красноярский край, Кежемский р-н, Стройбаза левого берега (АЗС с нефтебазой);471;;dt, ai95, ai92;27
;;;;;;;
;;;;;;;
;;;;;;;
